billing_month	imsi	charge_type	final_start_d	final_end_d	excel_final_days	date_span_days	excel_monthly_rate	excel_final_charge	full_month_formula_amount	prorated_formula_amount	signed_prorated_formula_amount	type_formula_amount	excel_formula_residual_reason	excel_formula_amount_diff
2026-03	083901144065315251	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	10.0	7.0	62.0	20.0	62.0	20.0	-20.0	20.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065316926	Prorated Out - Transferred to Wing's Simbank	2026-03-24	2026-03-31	10.0	8.0	62.0	20.0	62.0	20.0	-20.0	20.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065317491	Prorated Out - Transferred to Wing's Simbank	2026-03-24	2026-03-31	9.0	8.0	62.0	18.0	62.0	18.0	-18.0	18.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065317726	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	8.0	7.0	62.0	16.0	62.0	16.0	-16.0	16.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065317869	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	8.0	7.0	62.0	16.0	62.0	16.0	-16.0	16.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065318208	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	13.0	7.0	62.0	26.0	62.0	26.0	-26.0	26.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065318898	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	8.0	7.0	62.0	16.0	62.0	16.0	-16.0	16.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065411422	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	9.0	7.0	62.0	18.0	62.0	18.0	-18.0	18.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065411608	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	11.0	7.0	62.0	22.0	62.0	22.0	-22.0	22.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065413454	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	11.0	7.0	62.0	22.0	62.0	22.0	-22.0	22.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065414013	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	10.0	7.0	62.0	20.0	62.0	20.0	-20.0	20.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065414897	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	8.0	7.0	62.0	16.0	62.0	16.0	-16.0	16.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065416083	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	9.0	7.0	62.0	18.0	62.0	18.0	-18.0	18.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065416766	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	12.0	7.0	62.0	24.0	62.0	24.0	-24.0	24.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065417354	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	10.0	7.0	62.0	20.0	62.0	20.0	-20.0	20.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065417624	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	11.0	7.0	62.0	22.0	62.0	22.0	-22.0	22.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065417909	Prorated Out - Transferred to Wing's Simbank	2026-03-24	2026-03-31	10.0	8.0	62.0	20.0	62.0	20.0	-20.0	20.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065417964	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	8.0	7.0	62.0	16.0	62.0	16.0	-16.0	16.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065418083	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	11.0	7.0	62.0	22.0	62.0	22.0	-22.0	22.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065419741	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	8.0	7.0	62.0	16.0	62.0	16.0	-16.0	16.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065514442	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	10.0	7.0	62.0	20.0	62.0	20.0	-20.0	20.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065514509	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	24.0	7.0	62.0	48.0	62.0	48.0	-48.0	48.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065515006	Prorated Out - Transferred to Wing's Simbank	2026-03-24	2026-03-31	13.0	8.0	62.0	26.0	62.0	26.0	-26.0	26.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065515424	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	10.0	7.0	62.0	20.0	62.0	20.0	-20.0	20.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065516027	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	9.0	7.0	62.0	18.0	62.0	18.0	-18.0	18.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065516185	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	8.0	7.0	62.0	16.0	62.0	16.0	-16.0	16.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065516260	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	9.0	7.0	62.0	18.0	62.0	18.0	-18.0	18.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065516331	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	8.0	7.0	62.0	16.0	62.0	16.0	-16.0	16.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065516458	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	11.0	7.0	62.0	22.0	62.0	22.0	-22.0	22.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144065518334	Prorated Out - Transferred to Wing's Simbank	2026-03-25	2026-03-31	12.0	7.0	62.0	24.0	62.0	24.0	-24.0	24.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085071758	Prorated Out - Transferred to Wing's Simbank	2026-03-11	2026-03-31	25.0	21.0	62.0	50.0	62.0	50.0	-50.0	50.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085073340	Prorated Out - Transferred to Wing's Simbank	2026-03-11	2026-03-31	23.0	21.0	62.0	46.0	62.0	46.0	-46.0	46.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085077514	Prorated Out - Transferred to Wing's Simbank	2026-03-11	2026-03-31	29.0	21.0	62.0	58.0	62.0	58.0	-58.0	58.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085174109	Prorated Out - Transferred to Wing's Simbank	2026-03-20	2026-03-31	13.0	12.0	62.0	26.0	62.0	26.0	-26.0	26.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085266365	Prorated Out - Transferred to Wing's Simbank	2026-03-10	2026-03-31	23.0	22.0	62.0	46.0	62.0	46.0	-46.0	46.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085366725	Prorated Out - Transferred to Wing's Simbank	2026-03-10	2026-03-31	26.0	22.0	62.0	52.0	62.0	52.0	-52.0	52.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085462832	Prorated Out - Transferred to Wing's Simbank	2026-03-11	2026-03-31	31.0	21.0	62.0	62.0	62.0	62.0	-62.0	62.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085463907	Prorated Out - Transferred to Wing's Simbank	2026-03-16	2026-03-31	19.0	16.0	62.0	38.0	62.0	38.0	-38.0	38.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085468186	Prorated Out - Transferred to Wing's Simbank	2026-03-16	2026-03-31	18.0	16.0	62.0	36.0	62.0	36.0	-36.0	36.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085565392	Prorated Out - Transferred to Wing's Simbank	2026-03-09	2026-03-31	24.0	23.0	62.0	48.0	62.0	48.0	-48.0	48.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085567313	Prorated Out - Transferred to Wing's Simbank	2026-03-16	2026-03-31	19.0	16.0	62.0	38.0	62.0	38.0	-38.0	38.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085667820	Prorated Out - Transferred to Wing's Simbank	2026-03-11	2026-03-31	30.0	21.0	62.0	60.0	62.0	60.0	-60.0	60.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085669908	Prorated Out - Transferred to Wing's Simbank	2026-03-11	2026-03-31	22.0	21.0	62.0	44.0	62.0	44.0	-44.0	44.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085762985	Prorated Out - Transferred to Wing's Simbank	2026-03-11	2026-03-31	31.0	21.0	62.0	62.0	62.0	62.0	-62.0	62.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085766134	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	5.0	4.0	62.0	10.0	62.0	10.0	-10.0	10.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085766349	Prorated Out - Transferred to Wing's Simbank	2026-03-11	2026-03-31	31.0	21.0	62.0	62.0	62.0	62.0	-62.0	62.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085869372	Prorated Out - Transferred to Wing's Simbank	2026-03-11	2026-03-31	31.0	21.0	62.0	62.0	62.0	62.0	-62.0	62.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085869871	Prorated Out - Transferred to Wing's Simbank	2026-03-20	2026-03-31	13.0	12.0	62.0	26.0	62.0	26.0	-26.0	26.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085869983	Prorated Out - Transferred to Wing's Simbank	2026-03-11	2026-03-31	31.0	21.0	62.0	62.0	62.0	62.0	-62.0	62.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085892706	Prorated Out - Transferred to Wing's Simbank	2026-03-24	2026-03-31	16.0	8.0	62.0	32.0	62.0	32.0	-32.0	32.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085893389	Prorated Out - Transferred to Wing's Simbank	2026-03-24	2026-03-31	9.0	8.0	62.0	18.0	62.0	18.0	-18.0	18.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085895408	Prorated Out - Transferred to Wing's Simbank	2026-03-24	2026-03-31	9.0	8.0	62.0	18.0	62.0	18.0	-18.0	18.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085964006	Prorated Out - Transferred to Wing's Simbank	2026-03-11	2026-03-31	31.0	21.0	62.0	62.0	62.0	62.0	-62.0	62.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085965758	Prorated Out - Transferred to Wing's Simbank	2026-03-11	2026-03-31	26.0	21.0	62.0	52.0	62.0	52.0	-52.0	52.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085969034	Prorated Out - Transferred to Wing's Simbank	2026-03-11	2026-03-31	23.0	21.0	62.0	46.0	62.0	46.0	-46.0	46.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085990554	Prorated Out - Transferred to Wing's Simbank	2026-03-24	2026-03-31	13.0	8.0	62.0	26.0	62.0	26.0	-26.0	26.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085992415	Prorated Out - Transferred to Wing's Simbank	2026-03-24	2026-03-31	11.0	8.0	62.0	22.0	62.0	22.0	-22.0	22.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085993102	Prorated Out - Transferred to Wing's Simbank	2026-03-24	2026-03-31	9.0	8.0	62.0	18.0	62.0	18.0	-18.0	18.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144085996013	Prorated Out - Transferred to Wing's Simbank	2026-03-24	2026-03-31	12.0	8.0	62.0	24.0	62.0	24.0	-24.0	24.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095006478	Prorated Out - Transferred to Wing's Simbank	2026-03-24	2026-03-31	10.0	8.0	62.0	20.0	62.0	20.0	-20.0	20.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095080104	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	5.0	4.0	62.0	10.0	62.0	10.0	-10.0	10.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095101392	Prorated Out - Transferred to Wing's Simbank	2026-03-24	2026-03-31	12.0	8.0	62.0	24.0	62.0	24.0	-24.0	24.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095107619	Prorated Out - Transferred to Wing's Simbank	2026-03-24	2026-03-31	9.0	8.0	62.0	18.0	62.0	18.0	-18.0	18.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095376924	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	5.0	4.0	62.0	10.0	62.0	10.0	-10.0	10.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095377510	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	7.0	4.0	62.0	14.0	62.0	14.0	-14.0	14.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095472016	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	5.0	4.0	62.0	10.0	62.0	10.0	-10.0	10.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095474613	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	11.0	4.0	62.0	22.0	62.0	22.0	-22.0	22.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095574186	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	5.0	4.0	62.0	10.0	62.0	10.0	-10.0	10.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095574911	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	6.0	4.0	62.0	12.0	62.0	12.0	-12.0	12.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095575762	Prorated Out - Transferred to Wing's Simbank	2026-03-09	2026-03-31	24.0	23.0	62.0	48.0	62.0	48.0	-48.0	48.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095576294	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	5.0	4.0	62.0	10.0	62.0	10.0	-10.0	10.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095578764	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	9.0	4.0	62.0	18.0	62.0	18.0	-18.0	18.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095671972	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	6.0	4.0	62.0	12.0	62.0	12.0	-12.0	12.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095778847	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	6.0	4.0	62.0	12.0	62.0	12.0	-12.0	12.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095870050	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	10.0	4.0	62.0	20.0	62.0	20.0	-20.0	20.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095871101	Prorated Out - Transferred to Wing's Simbank	2026-03-16	2026-03-31	17.0	16.0	62.0	34.0	62.0	34.0	-34.0	34.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901144095927579	Prorated Out - Transferred to Wing's Simbank	2026-03-22	2026-03-31	11.0	10.0	62.0	22.0	62.0	22.0	-22.0	22.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901300080581205	Prorated Out - Transferred to Wing's Simbank	2026-03-22	2026-03-31	12.0	10.0	62.0	24.0	62.0	24.0	-24.0	24.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901300080581238	Prorated Out - Transferred to Wing's Simbank	2026-03-05	2026-03-31	28.0	27.0	62.0	56.0	62.0	56.0	-56.0	56.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901300080581245	Prorated Out - Transferred to Wing's Simbank	2026-03-18	2026-03-31	21.0	14.0	62.0	42.0	62.0	42.0	-42.0	42.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901300080581246	Prorated Out - Transferred to Wing's Simbank	2026-03-18	2026-03-31	29.0	14.0	62.0	58.0	62.0	58.0	-58.0	58.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901300080581263	Prorated Out - Transferred to Wing's Simbank	2026-03-22	2026-03-31	21.0	10.0	62.0	42.0	62.0	42.0	-42.0	42.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901300080581285	Prorated Out - Transferred to Wing's Simbank	2026-03-22	2026-03-31	11.0	10.0	62.0	22.0	62.0	22.0	-22.0	22.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901300080582203	Prorated Out - Transferred to Wing's Simbank	2026-03-22	2026-03-31	11.0	10.0	62.0	22.0	62.0	22.0	-22.0	22.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901300080582247	Prorated Out - Transferred to Wing's Simbank	2026-03-05	2026-03-31	28.0	27.0	62.0	56.0	62.0	56.0	-56.0	56.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901300080585171	Prorated Out - Transferred to Wing's Simbank	2026-03-05	2026-03-31	28.0	27.0	62.0	56.0	62.0	56.0	-56.0	56.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901300080586146	Prorated Out - Transferred to Wing's Simbank	2026-03-05	2026-03-31	28.0	27.0	62.0	56.0	62.0	56.0	-56.0	56.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901300080586192	Prorated Out - Transferred to Wing's Simbank	2026-03-05	2026-03-31	28.0	27.0	62.0	56.0	62.0	56.0	-56.0	56.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901300080589135	Prorated Out - Transferred to Wing's Simbank	2026-03-05	2026-03-31	28.0	27.0	62.0	56.0	62.0	56.0	-56.0	56.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901300080680835	Prorated Out - Transferred to Wing's Simbank	2026-03-05	2026-03-31	28.0	27.0	62.0	56.0	62.0	56.0	-56.0	56.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901300080688730	Prorated Out - Transferred to Wing's Simbank	2026-03-05	2026-03-31	29.0	27.0	62.0	58.0	62.0	58.0	-58.0	58.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901300080688759	Prorated Out - Transferred to Wing's Simbank	2026-03-22	2026-03-31	11.0	10.0	62.0	22.0	62.0	22.0	-22.0	22.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901300080688859	Prorated Out - Transferred to Wing's Simbank	2026-03-05	2026-03-31	28.0	27.0	62.0	56.0	62.0	56.0	-56.0	56.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901516061222296	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	5.0	4.0	62.0	10.0	62.0	10.0	-10.0	10.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901516061314454	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	6.0	4.0	62.0	12.0	62.0	12.0	-12.0	12.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901516061315313	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	7.0	4.0	62.0	14.0	62.0	14.0	-14.0	14.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901516061410997	Prorated Out - Transferred to Wing's Simbank	2026-03-02	2026-03-31	31.0	30.0	62.0	62.0	62.0	62.0	-62.0	62.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901516061415457	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	5.0	4.0	62.0	10.0	62.0	10.0	-10.0	10.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901516061517442	Prorated Out - Transferred to Wing's Simbank	2026-03-26	2026-03-31	8.0	6.0	62.0	16.0	62.0	16.0	-16.0	16.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901516061517816	Prorated Out - Transferred to Wing's Simbank	2026-03-02	2026-03-31	31.0	30.0	62.0	62.0	62.0	62.0	-62.0	62.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901516061517960	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	10.0	4.0	62.0	20.0	62.0	20.0	-20.0	20.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901516061612764	Prorated Out - Transferred to Wing's Simbank	2026-03-26	2026-03-31	7.0	6.0	62.0	14.0	62.0	14.0	-14.0	14.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901516061710501	Prorated Out - Transferred to Wing's Simbank	2026-03-27	2026-03-31	9.0	5.0	62.0	18.0	62.0	18.0	-18.0	18.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901516061713086	Prorated Out - Transferred to Wing's Simbank	2026-03-26	2026-03-31	31.0	6.0	62.0	62.0	62.0	62.0	-62.0	62.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901621020879821	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	6.0	4.0	43.0	8.32258064516129	43.0	8.322581	-8.322581	8.322581	DATE_SPAN_RESIDUAL	0.0
2026-03	083901621020879861	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	27.0	4.0	43.0	37.45161290322581	43.0	37.451613	-37.451613	37.451613	DATE_SPAN_RESIDUAL	0.0
2026-03	083901621020879891	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	14.0	4.0	43.0	19.419354838709676	43.0	19.419355	-19.419355	19.419355	DATE_SPAN_RESIDUAL	0.0
2026-03	083901622032750733	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	6.0	4.0	43.0	8.32258064516129	43.0	8.322581	-8.322581	8.322581	DATE_SPAN_RESIDUAL	0.0
2026-03	083901622032751733	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	19.0	4.0	43.0	26.35483870967742	43.0	26.354839	-26.354839	26.354839	DATE_SPAN_RESIDUAL	0.0
2026-03	083901622032751813	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	7.0	4.0	43.0	9.709677419354838	43.0	9.709677	-9.709677	9.709677	DATE_SPAN_RESIDUAL	0.0
2026-03	083901622032751870	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	9.0	4.0	43.0	12.483870967741936	43.0	12.483871	-12.483871	12.483871	DATE_SPAN_RESIDUAL	0.0
2026-03	083901622032752674	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	8.0	4.0	43.0	11.096774193548386	43.0	11.096774	-11.096774	11.096774	DATE_SPAN_RESIDUAL	0.0
2026-03	083901622032752831	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	11.0	4.0	43.0	15.258064516129034	43.0	15.258065	-15.258065	15.258065	DATE_SPAN_RESIDUAL	0.0
2026-03	083901622032753633	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	6.0	4.0	43.0	8.32258064516129	43.0	8.322581	-8.322581	8.322581	DATE_SPAN_RESIDUAL	0.0
2026-03	083901622032754749	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	29.0	4.0	43.0	40.225806451612904	43.0	40.225806	-40.225806	40.225806	DATE_SPAN_RESIDUAL	0.0
2026-03	083901622032755888	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	6.0	4.0	43.0	8.32258064516129	43.0	8.322581	-8.322581	8.322581	DATE_SPAN_RESIDUAL	0.0
2026-03	083901622032756836	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	12.0	4.0	43.0	16.64516129032258	43.0	16.645161	-16.645161	16.645161	DATE_SPAN_RESIDUAL	0.0
2026-03	083901622032758953	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	13.0	4.0	43.0	18.032258064516128	43.0	18.032258	-18.032258	18.032258	DATE_SPAN_RESIDUAL	0.0
2026-03	083901622032759597	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	9.0	4.0	43.0	12.483870967741936	43.0	12.483871	-12.483871	12.483871	DATE_SPAN_RESIDUAL	0.0
2026-03	083901622032759863	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	5.0	4.0	43.0	6.935483870967742	43.0	6.935484	-6.935484	6.935484	DATE_SPAN_RESIDUAL	0.0
2026-03	083901622032759883	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	31.0	4.0	43.0	43.0	43.0	43.0	-43.0	43.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901623039183840	Prorated Out - Transferred to Wing's Simbank	2026-03-12	2026-03-31	21.0	20.0	62.0	42.0	62.0	42.0	-42.0	42.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901623039184813	Prorated Out - Transferred to Wing's Simbank	2026-03-12	2026-03-31	21.0	20.0	62.0	42.0	62.0	42.0	-42.0	42.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901623039184823	Prorated Out - Transferred to Wing's Simbank	2026-03-12	2026-03-31	22.0	20.0	62.0	44.0	62.0	44.0	-44.0	44.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901623059874956	Prorated Out - Transferred to Wing's Simbank	2026-03-12	2026-03-31	21.0	20.0	62.0	42.0	62.0	42.0	-42.0	42.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901623059876978	Prorated Out - Transferred to Wing's Simbank	2026-03-12	2026-03-31	22.0	20.0	62.0	44.0	62.0	44.0	-44.0	44.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901623059877949	Prorated Out - Transferred to Wing's Simbank	2026-03-12	2026-03-31	23.0	20.0	62.0	46.0	62.0	46.0	-46.0	46.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901623069642625	Prorated Out - Transferred to Wing's Simbank	2026-03-28	2026-03-31	10.0	4.0	62.0	20.0	62.0	20.0	-20.0	20.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901624031425869	Prorated Out - Transferred to Wing's Simbank	2026-03-18	2026-03-31	23.0	14.0	62.0	46.0	62.0	46.0	-46.0	46.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901624031426811	Prorated Out - Transferred to Wing's Simbank	2026-03-18	2026-03-31	15.0	14.0	62.0	30.0	62.0	30.0	-30.0	30.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901624031426840	Prorated Out - Transferred to Wing's Simbank	2026-03-18	2026-03-31	27.0	14.0	62.0	54.0	62.0	54.0	-54.0	54.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901624041487896	Prorated Out - Transferred to Wing's Simbank	2026-03-18	2026-03-31	17.0	14.0	62.0	34.0	62.0	34.0	-34.0	34.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901624041488809	Prorated Out - Transferred to Wing's Simbank	2026-03-18	2026-03-31	16.0	14.0	62.0	32.0	62.0	32.0	-32.0	32.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901624041488849	Prorated Out - Transferred to Wing's Simbank	2026-03-18	2026-03-31	29.0	14.0	62.0	58.0	62.0	58.0	-58.0	58.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901624041489802	Prorated Out - Transferred to Wing's Simbank	2026-03-18	2026-03-31	17.0	14.0	62.0	34.0	62.0	34.0	-34.0	34.0	DATE_SPAN_RESIDUAL	0.0
2026-03	083901624041489861	Prorated Out - Transferred to Wing's Simbank	2026-03-18	2026-03-31	17.0	14.0	62.0	34.0	62.0	34.0	-34.0	34.0	DATE_SPAN_RESIDUAL	0.0
