excel_source_file	official_excel_billing_month	imsi	excel_iccid	excel_product_name	excel_product_id	charge_type	excel_cycle_start	excel_cycle_end	excel_final_start	excel_final_end	excel_days	excel_price	excel_amount	excel_note	excel_line_no	excel_row_key	platform_product_id	platform_supplier_id	platform_product_name	platform_monthly_rent	platform_package_price	platform_time_zone	platform_iccid	snapshot_cycle_start	snapshot_cycle_end	last_snapshot_ts	history_cycle_start	history_cycle_end	history_package_price	history_time_zone	platform_cycle_start	platform_cycle_end	platform_window_source	platform_candidate_count	platform_candidate_product_count	platform_candidate_window_count	candidate_rank	activation_event_count	offstock_event_count	replacement_event_count	transfer_event_count	rule_id	platform_calculated_price	platform_price_state	product_mapping_status	platform_cycle_days	platform_calculated_days	platform_window_covers_excel	platform_calculated_amount	day_diff	price_diff	amount_diff	numeric_match_status	platform_product_mapping_status	platform_amount_evidence_status	difference_reason	formal_match_status	platform_calculated_amount_known
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144006840580		ATT 100GB Plan DI JL (WA)		Full Cycle Charge	2026-04-16	2026-05-15	2026-04-16	2026-05-15	30.0000000000	43.0000000000	43.0000000000		116	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#116	600111134	2275	ATT 100GB Plan DI JL (WA)	43.0000000000	43.0000000000	GMT-5	89014104334604985831	2026-03-16	2026-04-16	2026-04-16T03:00:00.000Z	2026-04-16	2026-05-15	0E-10	GMT-5	2026-04-16	2026-05-15	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065319048		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1160	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1160	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561251962	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065319063		AT&T 300GB Plan SP RA (WA)		Full Cycle Charge	2026-04-25	2026-05-24	2026-04-25	2026-05-24	30.0000000000	62.0000000000	62.0000000000		1163	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1163	600111150	2275	AT&T 150GB Plan SP RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561429212	2026-03-25	2026-04-25	2026-04-25T03:00:00.000Z	2026-04-25	2026-05-24	0E-10	GMT-5	2026-04-25	2026-05-24	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	-19.000000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	PRODUCT_MAPPING_NOT_PROVEN	PRICE_DIFF	MISSING_MAPPING	
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065319404		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1172	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1172	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561251343	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144006843442		ATT 100GB Plan DI JL (WA)		Full Cycle Charge	2026-04-16	2026-05-15	2026-04-16	2026-05-15	30.0000000000	43.0000000000	43.0000000000		118	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#118	600111134	2275	ATT 100GB Plan DI JL (WA)	43.0000000000	43.0000000000	GMT-5	89014104334604985773	2026-03-16	2026-04-16	2026-04-16T03:00:00.000Z	2026-04-16	2026-05-15	0E-10	GMT-5	2026-04-16	2026-05-15	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065319832		AT&T 300GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1181	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1181	600111155	2275	AT&T 300GB Plan ATM RA (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561455472	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065319987		AT&T 300GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1187	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1187	600111155	2275	AT&T 300GB Plan ATM RA (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561252564	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065410032		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1188	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1188	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561251186	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065410328		AT&T 300GB Plan SP RA (WA)		Full Cycle Charge	2026-04-25	2026-05-24	2026-04-25	2026-05-24	30.0000000000	62.0000000000	62.0000000000		1194	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1194	600111150	2275	AT&T 150GB Plan SP RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561430111	2026-03-25	2026-04-25	2026-04-25T03:00:00.000Z	2026-04-25	2026-05-24	0E-10	GMT-5	2026-04-25	2026-05-24	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	-19.000000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	PRODUCT_MAPPING_NOT_PROVEN	PRICE_DIFF	MISSING_MAPPING	
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065410383		AT&T 300GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1198	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1198	600111155	2275	AT&T 300GB Plan ATM RA (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561455464	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065410833		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1212	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1212	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561429709	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144006847792		ATT 300GB Plan XY PP (WA)		Full Cycle Charge	2026-04-23	2026-05-22	2026-04-23	2026-05-22	30.0000000000	62.0000000000	62.0000000000		122	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#122	60011515	2275	ATT 300GB Plan XY PP (WA)		62.0000000000	GMT-5	89014104334604938012	2026-03-23	2026-04-23	2026-04-23T03:00:00.000Z	2026-04-23	2026-05-22	0E-10	GMT-5	2026-04-23	2026-05-22	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144006847866		ATT 100GB Plan DI JL (WA)		Full Cycle Charge	2026-04-16	2026-05-15	2026-04-16	2026-05-15	30.0000000000	43.0000000000	43.0000000000		123	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#123	600111134	2275	ATT 100GB Plan DI JL (WA)	43.0000000000	43.0000000000	GMT-5	89014104334604986052	2026-03-16	2026-04-16	2026-04-16T03:00:00.000Z	2026-04-16	2026-05-15	0E-10	GMT-5	2026-04-16	2026-05-15	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065411333		AT&T 300GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1234	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1234	600111155	2275	AT&T 300GB Plan ATM RA (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561455829	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065411500		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1238	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1238	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561251871	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065411881		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1250	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1250	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561250378	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065412137		AT&T 300GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1258	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1258	600111155	2275	AT&T 300GB Plan ATM RA (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561251830	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065412454		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1263	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1263	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561257092	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065412852		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1277	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1277	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561468863	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065413245		ATT 300GB Plan ATM RA 5G2 (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1286	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1286	600111069	2275	ATT 300GB Plan ATM RA 5G2 (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561252143	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065413581		AT&T 300GB Plan SP RA (WA)		Full Cycle Charge	2026-04-25	2026-05-24	2026-04-25	2026-05-24	30.0000000000	62.0000000000	62.0000000000		1296	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1296	600111150	2275	AT&T 150GB Plan SP RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561429907	2026-04-25	2026-05-25	2026-04-30T23:00:00.000Z	2026-04-25	2026-05-24	0E-10	GMT-5	2026-04-25	2026-05-24	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	-19.000000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	PRODUCT_MAPPING_NOT_PROVEN	PRICE_DIFF	MISSING_MAPPING	
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065413683		AT&T 100GB Plan RA (WA)		Full Cycle Charge	2026-04-06	2026-05-05	2026-04-06	2026-05-05	30.0000000000	43.0000000000	43.0000000000		1299	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1299	600111138	2275	AT&T 100GB Plan RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561468772	2026-04-06	2026-05-06	2026-04-30T23:00:00.000Z	2026-04-06	2026-05-05	0E-10	GMT-5	2026-04-06	2026-05-05	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065413742		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1300	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1300	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561430053	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065414212		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1311	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1311	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561430772	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065414343		AT&T 100GB Plan RA (WA)		Full Cycle Charge	2026-04-06	2026-05-05	2026-04-06	2026-05-05	30.0000000000	43.0000000000	43.0000000000		1316	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1316	600111138	2275	AT&T 100GB Plan RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561470125	2026-03-06	2026-04-06	2026-04-06T03:00:00.000Z	2026-04-06	2026-05-05	0E-10	GMT-5	2026-04-06	2026-05-05	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065414425		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1321	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1321	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561251335	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065414457		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1322	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1322	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561431135	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065414790		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1328	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1328	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561256862	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
