source_file	charge_type	imsi	final_start	final_end	excel_days	excel_price	excel_amount	platform_product_id	platform_product_name	platform_monthly_rent	platform_package_price	platform_time_zone	iccid	snapshot_cycle_start	snapshot_cycle_end	snapshot_year	snapshot_month	snapshot_day	snapshot_hour	partition_time	sim_status	dispatch_status
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	16	2026-05-18 16:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	15	2026-05-18 15:00:00	Cooling	Unavailable
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	14	2026-05-18 14:00:00	Ready	Available
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	13	2026-05-18 13:00:00	Ready	Available
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	12	2026-05-18 12:00:00	Ready	Available
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	11	2026-05-18 11:00:00	Ready	Available
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	10	2026-05-18 10:00:00	Ready	Available
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	9	2026-05-18 09:00:00	Ready	Available
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	8	2026-05-18 08:00:00	Ready	Available
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	7	2026-05-18 07:00:00	Ready	Available
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	6	2026-05-18 06:00:00	Ready	Available
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	5	2026-05-18 05:00:00	Ready	Available
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	4	2026-05-18 04:00:00	Ready	Available
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	3	2026-05-18 03:00:00	Ready	Available
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	2	2026-05-18 02:00:00	Cooling	Unavailable
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	1	2026-05-18 01:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	0	2026-05-18 00:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	17	23	2026-05-17 23:00:00	Cooling	Unavailable
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	17	22	2026-05-17 22:00:00	Ready	Dispatched
