platform_month	product_population_status	supplier_id	platform_product_id	product_name	snapshot_row_count	imsi_count	min_cycle_start_time	max_cycle_end_time	min_partition_time	max_partition_time	sim_status_count	dispatch_status_count
2025-12			60011871		7420	10	11/16/2025 05:00:00	01/16/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	4
2025-12			60011872		29680	40	11/28/2025 17:00:00	01/27/2026 16:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011874		185500	250	11/10/2024 17:00:00	01/10/2026 16:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011885		37637	52	11/04/2025 23:00:00	01/04/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60011898		37100	50	11/19/2025 13:00:00	01/19/2026 12:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011932		29680	40	11/30/2025 17:00:00	01/31/2026 16:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011933		22260	30	11/05/2025 17:00:00	01/04/2026 16:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60011934		22260	30	11/15/2025 17:00:00	01/14/2026 16:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011936		1484	2	11/12/2025 15:00:00	02/10/2026 14:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011938		73458	99	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011939		74200	100	11/01/2025 15:00:00	01/01/2026 14:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011948		853147	2169	11/03/2025 05:00:00	01/27/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	4
2025-12			60011949		101654	137	11/01/2025 05:00:00	01/26/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011951		312402	424	11/30/2025 15:00:00	01/31/2026 14:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12			60011952		528	1			12/01/2025 00:00:00	12/23/2025 01:00:00	1	1
2025-12			60011969		1484	2	11/01/2025 16:00:00	01/01/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011971		118720	160	11/04/2025 05:00:00	01/04/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011972		104016	197			12/01/2025 00:00:00	12/23/2025 01:00:00	1	1
2025-12			60012031		118720	160	11/01/2025 06:00:00	01/01/2026 05:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12			60012044		15904	25	11/25/2025 22:00:00	12/25/2025 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60012048		40656	77			12/01/2025 00:00:00	12/23/2025 01:00:00	1	1
2025-12			60012060		57134	77	02/12/2022 21:00:00	01/19/2026 20:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	4
2025-12			60012089		1855000	2500	12/01/2025 00:00:00	01/31/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60012090		370258	499	11/01/2022 00:00:00	01/31/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60012095		6336	12			12/01/2025 00:00:00	12/23/2025 01:00:00	1	1
2025-12			60012098		38852	53	11/30/2025 16:00:00	01/31/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60012102		129850	175	11/30/2025 16:00:00	01/31/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	4
2025-12			60012104		81620	110	11/02/2025 00:00:00	01/01/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	1
2025-12			60012106		29680	40	11/02/2025 00:00:00	01/01/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60012109		51198	69			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60012127		18480	35			12/01/2025 00:00:00	12/23/2025 01:00:00	1	1
2025-12			60012128		66780	90	11/12/2025 22:00:00	01/12/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12			60012133		7420	10			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60012136		39841	67	11/30/2025 22:00:00	01/31/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60012137		51940	70	11/30/2025 22:00:00	01/31/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60012138		868858	1171	11/30/2025 16:00:00	01/31/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12			60012139		66789	114	11/11/2025 16:00:00	01/10/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	4
2025-12			60012140		74200	100	11/30/2025 16:00:00	01/31/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60012141		148400	200	11/30/2025 16:00:00	01/31/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60012144		6864	13			12/01/2025 00:00:00	12/23/2025 01:00:00	1	1
2025-12			60012145		19536	37			12/01/2025 00:00:00	12/23/2025 01:00:00	1	1
2025-12			60012147		205737	299	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12			60012154		371000	500	11/30/2025 16:00:00	01/31/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60012157		37100	50	11/02/2025 00:00:00	01/01/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60012158		1484	2			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60012159		1484	2	12/01/2025 00:00:00	01/31/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60012160		2968	4	11/02/2025 05:00:00	01/02/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60012161		36358	49	11/01/2025 05:00:00	01/01/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60012163		148400	200	11/30/2025 21:00:00	01/31/2026 20:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	1
2025-12			60012164		742	1	11/27/2025 05:00:00	01/27/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60012165		47892	72	11/01/2025 03:00:00	01/01/2026 02:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60012167		296800	400	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	4
2025-12			60012170		12614	17	11/05/2025 16:00:00	01/05/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60012172		7420	10	11/21/2025 00:00:00	01/20/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60012173		265636	358			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60012174		74200	100	11/30/2025 16:00:00	01/31/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	4
2025-12			60012178		371000	500	11/30/2025 16:00:00	01/31/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60012179		37100	50	11/12/2025 16:00:00	01/15/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60012180		50078	68	11/01/2025 10:00:00	01/01/2026 09:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12			60012181		742	1	11/07/2025 23:00:00	01/07/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60012182		296058	399	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60012183		2226	3	11/06/2025 16:00:00	01/06/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60012184		9816	15	11/11/2025 16:00:00	01/10/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12			60012185		14840	20	11/29/2025 16:00:00	01/28/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60012186		74200	100	11/30/2025 16:00:00	01/31/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60012187		1484	2	11/30/2025 16:00:00	01/31/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60012188		4050	10	11/30/2025 16:00:00	01/31/2026 15:59:59	12/15/2025 02:00:00	12/31/2025 23:00:00	1	2
2025-12			60012189		1770	59	11/29/2025 16:00:00	12/29/2025 15:59:59	12/25/2025 02:00:00	12/26/2025 07:00:00	1	1
2025-12			60012190		1624	29	11/29/2025 16:00:00	01/29/2026 15:59:59	12/25/2025 02:00:00	12/30/2025 04:00:00	2	2
2025-12	EXCLUDED_PI	2275	600111093	ATT 300GB Plan DF BU (PI)	28938	39	11/13/2025 05:00:00	01/17/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	EXCLUDED_PI	2275	600111111	ATT 300GB Plan DI RC (PI)	52682	71	11/01/2025 05:00:00	01/21/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12	EXCLUDED_PI	2275	600111113	ATT 300GB Plan DF BU (2) (PI)	29606	96	11/01/2025 05:00:00	01/22/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	3
2025-12	EXCLUDED_PI	2275	600111114	ATT 300GB Plan DF BU (3) (PI)	14214	23	12/01/2025 05:00:00	01/06/2026 04:59:59	12/06/2025 04:00:00	12/31/2025 23:00:00	3	3
2025-12	EXCLUDED_PI	2275	600111116	AT&T 300GB Plan RA (PI)	51198	69	11/06/2025 05:00:00	01/06/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	EXCLUDED_PI	2275	600111128	ATT 300GB Plan DI FS (PI)	28882	87	12/01/2025 05:00:00	01/13/2026 04:59:59	12/18/2025 03:00:00	12/31/2025 23:00:00	3	3
2025-12	EXCLUDED_PI	2275	600111133	ATT 300GB Plan DI SL (PI)	2808	13	12/01/2025 05:00:00	01/01/2026 04:59:59	12/23/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12	EXCLUDED_PI	2275	600111139	AT&T 300GB Plan HX RT (333) (PI)	53280	333	12/24/2025 05:00:00	01/24/2026 04:59:59	12/25/2025 08:00:00	12/31/2025 23:00:00	1	2
2025-12	EXCLUDED_PI	2275	60011373	ATT 300GB Plan EC (PI)	16133	40	11/01/2025 05:00:00	01/17/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12	EXCLUDED_PI	2275	60011379	ATT 300GB Plan EC PV (PI)	17827	25	11/01/2025 05:00:00	01/14/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	EXCLUDED_PI	2275	60011437	ATT 300GB Plan VS PP (PI)	44711	61	11/04/2025 05:00:00	01/04/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	EXCLUDED_PI	2275	60011444	ATT 300GB Plan DI JL (PI)	43778	59	11/16/2025 05:00:00	01/16/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12	EXCLUDED_PI	2275	60011494	ATT 300GB Plan DI CD (PI)	46004	62	11/11/2025 05:00:00	01/11/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12	EXCLUDED_PI	2275	60011500	ATT 300GB Plan DI MM (PI)	41552	56	11/29/2025 05:00:00	01/29/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12	EXCLUDED_PI	2275	60011516	ATT 300GB Plan DI VS (PI)	60844	82	11/09/2025 05:00:00	01/09/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12	EXCLUDED_PI	2275	60011612	ATT 300GB Plan SP (PI)	236698	319	11/25/2025 05:00:00	01/25/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	4
2025-12	EXCLUDED_PI	2275	60011777	ATT 300GB Plan DI HY HC (PI)	29685	41	11/14/2025 05:00:00	01/14/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12	EXCLUDED_PI	2275	60011785	ATT 300GB Plan DC (PI)	281218	379	11/05/2025 05:00:00	01/05/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	3
2025-12	EXCLUDED_PI	2275	60011817	TMO 500GB VS BU (PI)	50456	68	11/01/2025 05:00:00	01/01/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	EXCLUDED_PI	2275	60011843	USC Plus 300GB Plan DC (PI)	489720	660	11/09/2025 05:00:00	01/09/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	3
2025-12	EXCLUDED_PI	2275	60011860	ATT 300GB Plan DI SG (PI)	105364	142	11/10/2025 05:00:00	01/10/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	EXCLUDED_PI	2275	60011882	TMO 300GB Plan AT (1) (A) (PI)	445942	601	11/01/2025 05:00:00	01/01/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12	EXCLUDED_PI	2275	60011883	TMO 300GB Plan AT (2) (PI)	170660	230	11/12/2025 05:00:00	01/12/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12	EXCLUDED_PI	2275	60011888	TMO 300GB Plan AT (1) (C) (PI)	258958	349	11/01/2025 05:00:00	01/01/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	4
2025-12	EXCLUDED_PI	2275	60011891	TMO 500GB DI BU MG (PI)	85330	115	11/18/2025 05:00:00	01/18/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	EXCLUDED_PI	2275	60011894	TMO 500GB EC (PI)	49714	67	11/01/2025 05:00:00	01/01/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	EXCLUDED_PI	2275	60011922	ATT 300GB Plan DF (2) (PI)	52682	71	11/01/2025 05:00:00	01/01/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	EXCLUDED_PI	2275	60011981	ATT 300GB Plan DF (PI)	212954	287	11/01/2025 05:00:00	01/26/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12	EXCLUDED_PI	2275	60011986	ATT 300GB Plan DC (2) (PI)	84588	114	11/05/2025 05:00:00	01/05/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	EXCLUDED_PI	2275	60011992	ATT 300GB Plan DI PV (PI)	101654	137	11/04/2025 05:00:00	01/04/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12	EXCLUDED_PI	2275	60011993	ATT 300GB Plan DI 1A (PI)	66038	89	11/23/2025 05:00:00	01/23/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	EXCLUDED_TEST	2275	600111109	AT&T 300GB Plan Air Test (WA)	2226	3	11/04/2025 05:00:00	01/06/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12	EXCLUDED_UNASSIGNED	2275	600111094	Unassigned(WA)	2011286	2757			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12	SUPPLIER_2275_NAME_UNCONFIRMED	2275	600111108	ATT 300GB Plan EC TB（WA)	19	1	11/01/2025 05:00:00	01/01/2026 04:59:59	12/01/2025 00:00:00	12/01/2025 18:00:00	1	1
2025-12	WA_CANDIDATE	2275	600111002	TMO 500GB DI BU MW (WA)	212954	287	11/04/2025 05:00:00	01/04/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	WA_CANDIDATE	2275	600111005	ATT 300GB Plan AX HS (WA)	502	1	11/22/2025 05:00:00	12/22/2025 04:59:59	12/01/2025 00:00:00	12/21/2025 23:00:00	4	3
2025-12	WA_CANDIDATE	2275	600111069	ATT 300GB Plan ATM RA 5G2 (WA)	742	1	11/24/2025 05:00:00	01/24/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12	WA_CANDIDATE	2275	600111072	ATT 300GB Plan DI PV 5G (WA)	742	1	11/04/2025 05:00:00	01/04/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12	WA_CANDIDATE	2275	600111074	TMO Unlimited TT 5G (WA)	742	1	11/19/2025 05:00:00	01/19/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12	WA_CANDIDATE	2275	600111075	TMO 500GB DI BU MW 5G (WA)	742	1	11/04/2025 05:00:00	01/04/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12	WA_CANDIDATE	2275	600111077	TMO 300GB Plan AT (1) (A) 5G (WA)	742	1	11/01/2025 05:00:00	01/01/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12	WA_CANDIDATE	2275	600111078	TMO 500GB VS BU 5G (WA)	742	1	11/01/2025 05:00:00	01/01/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12	WA_CANDIDATE	2275	600111080	AT&T 300GB Plan HX RT 5G2 (WA)	555	1	11/24/2025 05:00:00	01/24/2026 04:59:59	12/01/2025 00:00:00	12/24/2025 04:00:00	2	2
2025-12	WA_CANDIDATE	2275	600111082	ATT 300GB Plan DI PV 5G2 (WA)	742	1	11/04/2025 05:00:00	01/04/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12	WA_CANDIDATE	2275	600111083	TMO Unlimited TT 5G2 (WA)	742	1	11/19/2025 05:00:00	01/19/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12	WA_CANDIDATE	2275	600111084	TMO 300GB Plan AT (1) (A) 5G2 (WA)	742	1	11/01/2025 05:00:00	01/01/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12	WA_CANDIDATE	2275	600111085	TMO 500GB DI BU MW 5G2 (WA)	742	1	11/04/2025 05:00:00	01/04/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12	WA_CANDIDATE	2275	600111086	TMO 500GB VS BU 5G2 (WA)	742	1	11/01/2025 05:00:00	01/01/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12	WA_CANDIDATE	2275	600111087	AT&T 150GB Plan ATM RT (WA)	204050	275	11/04/2025 05:00:00	01/04/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	WA_CANDIDATE	2275	600111115	ATT 300GB Plan DF BU (4) (WA)	21630	35	12/01/2025 05:00:00	01/01/2026 04:59:59	12/06/2025 04:00:00	12/31/2025 23:00:00	4	3
2025-12	WA_CANDIDATE	2275	600111119	ATT 100GB Plan DF ET (43) (WA)	115051	197	11/21/2025 05:00:00	01/28/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	3
2025-12	WA_CANDIDATE	2275	600111120	ATT 100GB Plan VS ET (43) (WA)	74810	105	11/18/2025 05:00:00	01/27/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12	WA_CANDIDATE	2275	600111121	ATT 100GB Plan PVP (33) (WA)	50322	152	11/14/2025 05:00:00	01/30/2026 04:59:59	12/06/2025 04:00:00	12/31/2025 23:00:00	5	3
2025-12	WA_CANDIDATE	2275	600111123	ATT 300GB Plan DF BU (5) (WA)	5724	9	12/01/2025 05:00:00	01/03/2026 04:59:59	12/05/2025 10:00:00	12/31/2025 23:00:00	3	3
2025-12	WA_CANDIDATE	2275	600111126	ATT 100GB Plan VS ET (WA)	54939	182	11/11/2025 05:00:00	01/29/2026 04:59:59	12/09/2025 05:00:00	12/31/2025 23:00:00	4	3
2025-12	WA_CANDIDATE	2275	600111130	ATT 100GB Plan DI MM (WA)	22700	376	11/29/2025 05:00:00	01/29/2026 04:59:59	12/18/2025 03:00:00	12/31/2025 23:00:00	5	3
2025-12	WA_CANDIDATE	2275	600111131	ATT 50GB Plan DI MM (WA) (For SDP)	333	2	11/29/2025 05:00:00	01/29/2026 04:59:59	12/18/2025 03:00:00	12/31/2025 23:00:00	2	3
2025-12	WA_CANDIDATE	2275	600111132	ATT 100GB Plan DI CD (WA)	13824	64	12/11/2025 05:00:00	01/11/2026 04:59:59	12/23/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12	WA_CANDIDATE	2275	600111134	ATT 100GB Plan DI JL (WA)	10368	48	12/16/2025 05:00:00	01/16/2026 04:59:59	12/23/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12	WA_CANDIDATE	2275	600111135	ATT 100GB Plan DI MZ (WA)	432	2	12/18/2025 05:00:00	01/18/2026 04:59:59	12/23/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12	WA_CANDIDATE	2275	600111136	ATT 100GB Plan EC (WA)	44939	212	12/01/2025 05:00:00	01/22/2026 04:59:59	12/23/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12	WA_CANDIDATE	2275	600111138	AT&T 100GB Plan RA (WA)	34408	184	12/06/2025 05:00:00	01/06/2026 04:59:59	12/24/2025 05:00:00	12/31/2025 23:00:00	3	3
2025-12	WA_CANDIDATE	2275	600111142	ATT 60GB Plan AT SDP (WA)	180	60	12/01/2025 05:00:00	01/01/2026 04:59:59	12/31/2025 21:00:00	12/31/2025 23:00:00	2	2
2025-12	WA_CANDIDATE	2275	60011376	TMO 110GB Plan HY (WA)	22350	50	11/19/2025 05:00:00	01/19/2026 04:59:59	12/01/2025 00:00:00	12/19/2025 16:00:00	5	3
2025-12	WA_CANDIDATE	2275	60011378	 AT&T 300GB Plan HX (WA)	313110	461	11/24/2025 05:00:00	01/24/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	3
2025-12	WA_CANDIDATE	2275	60011429	AT&T 300GB Plan HX HS (WA)	551	1	11/24/2025 05:00:00	12/24/2025 04:59:59	12/01/2025 00:00:00	12/24/2025 00:00:00	3	3
2025-12	WA_CANDIDATE	2275	60011436	ATT 300GB Plan AT PP (WA)	148400	200	11/10/2025 05:00:00	01/10/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12	WA_CANDIDATE	2275	60011449	ATT 300GB Plan PVP (WA)	159613	260	11/01/2025 05:00:00	01/30/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	3
2025-12	WA_CANDIDATE	2275	60011515	ATT 300GB Plan XY PP (WA)	555361	817	11/01/2025 05:00:00	01/27/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	3
2025-12	WA_CANDIDATE	2275	60011521	TMO 300GB Plan AT (5) (WA)	74200	100	11/21/2025 05:00:00	01/21/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	WA_CANDIDATE	2275	60011672	AT&T 300GB Plan HX RT (WA)	1159645	1716	11/24/2025 05:00:00	01/24/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12	WA_CANDIDATE	2275	60011690	ATT 100GB Plan AT TB T (WA)	37842	51	05/10/2025 05:00:00	01/10/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12	WA_CANDIDATE	2275	60011783	ATT 300GB Plan DF ET (WA)	254979	416	11/02/2025 05:00:00	01/27/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	3
2025-12	WA_CANDIDATE	2275	60011815	TMO Unlimited TT (WA)	249312	336	11/19/2025 05:00:00	01/19/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	WA_CANDIDATE	2275	60011818	TMO 40GB EC TB(WA)	232	2	11/30/2025 05:00:00	01/30/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12	WA_CANDIDATE	2275	60011828	ATT 300GB Plan AX (WA)	235872	468	11/22/2025 05:00:00	12/22/2025 04:59:59	12/01/2025 00:00:00	12/22/2025 01:00:00	5	3
2025-12	WA_CANDIDATE	2275	60011838	ATT 125GB Plan DF ET (WA)	112836	174	11/01/2025 05:00:00	01/28/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	3
2025-12	WA_CANDIDATE	2275	60011839	ATT 300GB Plan VS ET (WA)	79446	206	11/01/2025 05:00:00	01/27/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	3
2025-12	WA_CANDIDATE	2275	60011858	ATT 300GB Plan VS ET  (WA)	122359	286	11/04/2025 05:00:00	01/29/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	3
2025-12	WA_CANDIDATE	2275	60011859	ATT 300GB Plan PVP 3 (WA)	2046	39	11/05/2025 05:00:00	01/30/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12	WA_CANDIDATE	2275	60011875	TMO 300GB Plan MC (WA)	74200	100	11/14/2025 05:00:00	01/14/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	WA_CANDIDATE	2275	60011878	TMO 100GB Plan AT (3) (WA)	192920	260	03/12/2025 05:00:00	01/12/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	WA_CANDIDATE	2275	60011884	TMO 300GB Plan AT (3) (WA)	114268	154	11/06/2025 05:00:00	01/06/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12	WA_CANDIDATE	2275	60011887	TMO 150GB Plan AT (1) (B) (WA)	456330	615	11/01/2025 05:00:00	01/01/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	WA_CANDIDATE	2275	60011889	TMO 300GB Plan AT (1) (D) (WA)	398454	537	11/01/2025 05:00:00	01/01/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	WA_CANDIDATE	2275	60011890	TMO 500GB Plan DI BU SG (WA)	149884	202	11/16/2025 05:00:00	01/16/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12	WA_CANDIDATE	2275	60011893	TMO 100GB Plan AT (3) (2) (WA)	178080	240	11/12/2025 05:00:00	01/12/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	WA_CANDIDATE	2275	60011921	ATT Unlimited Plan DI MZ (WA)	114268	154	11/18/2025 05:00:00	01/18/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12	WA_CANDIDATE	2275	60011989	ATT 300GB Plan AX (2) (WA)	2840	5	11/25/2025 05:00:00	12/25/2025 04:59:59	12/01/2025 00:00:00	12/24/2025 17:00:00	4	3
2026-01			60011002		117984	170	12/04/2025 13:00:00	02/26/2026 12:59:59	01/01/2026 00:00:00	01/31/2026 23:00:00	4	3
2026-01			60011046		2223	3	12/02/2025 16:00:00	03/02/2026 15:59:59	01/01/2026 00:00:00	01/31/2026 23:00:00	1	2
