excel_row_key	source_file	invoice_batch_label	official_excel_billing_month	observed_start_month	imsi	excel_iccid	excel_product_name	excel_product_id	charge_type	excel_cycle_start	excel_cycle_end	excel_final_start	excel_final_end	excel_days	excel_price	excel_amount	platform_product_id	platform_product_name	platform_supplier_id	platform_monthly_rent	platform_package_price	platform_time_zone	platform_iccid	platform_window_source	platform_cycle_start	platform_cycle_end	platform_cycle_days	platform_calculated_days	platform_calculated_price	platform_calculated_amount	platform_calculated_amount_known	day_diff	price_diff	amount_diff	numeric_match_status	formal_match_status	platform_amount_evidence_status	platform_product_mapping_status	rule_id	platform_price_state	product_mapping_status	platform_candidate_count	platform_candidate_product_count	platform_candidate_window_count	activation_event_count	offstock_event_count	replacement_event_count	transfer_event_count	difference_reason	source_match_status
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4523	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901300080689763		ATT 300GB Plan DC (WA)		Full Cycle Charge	2026-02-05	2026-03-04	2026-02-05	2026-03-04	28.0000000000	62.0000000000	62.0000000000	60011785	ATT 300GB Plan DC (PI)	2275	62.0000000000	62.0000000000	GMT-5	89010303300088679361	CYCLE_HISTORY	2026-02-05	2026-03-04	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4546	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901300080689816		ATT 300GB Plan DC (WA)		Full Cycle Charge	2026-02-05	2026-03-04	2026-02-05	2026-03-04	28.0000000000	62.0000000000	62.0000000000	60011785	ATT 300GB Plan DC (PI)	2275	62.0000000000	62.0000000000	GMT-5	89010303300088689618	CYCLE_HISTORY	2026-02-05	2026-03-04	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4548	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901300080689824		ATT 300GB Plan DC (WA)		Full Cycle Charge	2026-02-05	2026-03-04	2026-02-05	2026-03-04	28.0000000000	62.0000000000	62.0000000000	60011785	ATT 300GB Plan DC (PI)	2275	62.0000000000	62.0000000000	GMT-5	89010303300088689428	CYCLE_HISTORY	2026-02-05	2026-03-04	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4553	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901300080689836		ATT 300GB Plan DC (WA)		Full Cycle Charge	2026-02-05	2026-03-04	2026-02-05	2026-03-04	28.0000000000	62.0000000000	62.0000000000	60011785	ATT 300GB Plan DC (PI)	2275	62.0000000000	62.0000000000	GMT-5	89010303300088689634	CYCLE_HISTORY	2026-02-05	2026-03-04	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4556	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901300080689845		ATT 300GB Plan DC (WA)		Full Cycle Charge	2026-02-05	2026-03-04	2026-02-05	2026-03-04	28.0000000000	62.0000000000	62.0000000000	60011785	ATT 300GB Plan DC (PI)	2275	62.0000000000	62.0000000000	GMT-5	89010303300088689543	CYCLE_HISTORY	2026-02-05	2026-03-04	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4557	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901300080689855		ATT 300GB Plan DC (WA)		Full Cycle Charge	2026-02-05	2026-03-04	2026-02-05	2026-03-04	28.0000000000	62.0000000000	62.0000000000	60011785	ATT 300GB Plan DC (PI)	2275	62.0000000000	62.0000000000	GMT-5	89010303300088689550	CYCLE_HISTORY	2026-02-05	2026-03-04	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4562	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901300080689877		ATT 300GB Plan DC (2) (WA)		Full Cycle Charge	2026-02-05	2026-03-04	2026-02-05	2026-03-04	28.0000000000	62.0000000000	62.0000000000	60011986	ATT 300GB Plan DC (2) (PI)	2275	62.0000000000	62.0000000000	GMT-5	89010303300088689774	CYCLE_HISTORY	2026-02-05	2026-03-04	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4564	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901300080689885		ATT 300GB Plan DC (2) (WA)		Full Cycle Charge	2026-02-05	2026-03-04	2026-02-05	2026-03-04	28.0000000000	62.0000000000	62.0000000000	60011986	ATT 300GB Plan DC (2) (PI)	2275	62.0000000000	62.0000000000	GMT-5	89010303300088689584	CYCLE_HISTORY	2026-02-05	2026-03-04	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4565	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901300080689886		ATT 300GB Plan DC (2) (WA)		Full Cycle Charge	2026-02-05	2026-03-04	2026-02-05	2026-03-04	28.0000000000	62.0000000000	62.0000000000	60011986	ATT 300GB Plan DC (2) (PI)	2275	62.0000000000	62.0000000000	GMT-5	89010303300088689683	CYCLE_HISTORY	2026-02-05	2026-03-04	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4567	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901300080689889		ATT 300GB Plan DC (WA)		Full Cycle Charge	2026-02-05	2026-03-04	2026-02-05	2026-03-04	28.0000000000	62.0000000000	62.0000000000	60011785	ATT 300GB Plan DC (PI)	2275	62.0000000000	62.0000000000	GMT-5	89010303300088689980	CYCLE_HISTORY	2026-02-05	2026-03-04	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4568	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901300080689891		ATT 300GB Plan DC (WA)		Full Cycle Charge	2026-02-05	2026-03-04	2026-02-05	2026-03-04	28.0000000000	62.0000000000	62.0000000000	60011785	ATT 300GB Plan DC (PI)	2275	62.0000000000	62.0000000000	GMT-5	89010303300088689196	CYCLE_HISTORY	2026-02-05	2026-03-04	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4571	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901300080689894		ATT 300GB Plan DC (2) (WA)		Full Cycle Charge	2026-02-05	2026-03-04	2026-02-05	2026-03-04	28.0000000000	62.0000000000	62.0000000000	60011986	ATT 300GB Plan DC (2) (PI)	2275	62.0000000000	62.0000000000	GMT-5	89010303300088689493	CYCLE_HISTORY	2026-02-05	2026-03-04	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4574	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001070435		ATT 100GB Plan PVP (33) (WA)		Full Cycle Charge	2026-02-14	2026-03-13	2026-02-14	2026-03-13	28.0000000000	43.0000000000	43.0000000000	600111121	ATT 100GB Plan PVP (33) (WA)	2275	43.0000000000	43.0000000000	GMT-5	89011503336107406556	CYCLE_HISTORY	2026-02-14	2026-03-13	28.0000000000	28.0000000000	43.0000000000	43.000000	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#458	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901144035713865		ATT 300GB Plan DI RC (WA)		Full Cycle Charge	2026-02-21	2026-03-20	2026-02-21	2026-03-20	28.0000000000	62.0000000000	62.0000000000	600111111	ATT 300GB Plan DI RC (PI)	2275	62.0000000000	62.0000000000	GMT-5	89014103334531899999	CYCLE_HISTORY	2026-02-21	2026-03-20	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4585	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001076115		ATT 300GB Plan DF ET (43) (WA)		Full Cycle Charge	2026-02-22	2026-03-21	2026-02-22	2026-03-21	28.0000000000	62.0000000000	62.0000000000	60011783	ATT 300GB Plan DF ET (WA)	2275	62.0000000000	62.0000000000	GMT-5	89011503336107236946	CYCLE_HISTORY	2026-02-22	2026-03-21	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4590	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001078540		ATT 300GB Plan DF ET (43) (WA)		Full Cycle Charge	2026-02-26	2026-03-25	2026-02-26	2026-03-25	28.0000000000	62.0000000000	62.0000000000	60011783	ATT 300GB Plan DF ET (WA)	2275	62.0000000000	62.0000000000	GMT-5	89011503336107235054	CYCLE_HISTORY	2026-02-26	2026-03-25	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4593	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001079469		ATT 300GB Plan VS ET (43) (WA)		Full Cycle Charge	2026-02-17	2026-03-16	2026-02-17	2026-03-16	28.0000000000	62.0000000000	62.0000000000	60011858	ATT 300GB Plan VS ET  (WA)	2275	62.0000000000	62.0000000000	GMT-5	89011503336107205842	CYCLE_HISTORY	2026-02-17	2026-03-16	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4597	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001084282		ATT 100GB Plan PVP (33) (WA)		Full Cycle Charge	2026-02-21	2026-03-20	2026-02-21	2026-03-20	28.0000000000	43.0000000000	43.0000000000	600111121	ATT 100GB Plan PVP (33) (WA)	2275	43.0000000000	43.0000000000	GMT-5	89011503336108241648	CYCLE_HISTORY	2026-02-21	2026-03-20	28.0000000000	28.0000000000	43.0000000000	43.000000	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#460	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901144035714396		ATT 300GB Plan DI RC (WA)		Full Cycle Charge	2026-02-21	2026-03-20	2026-02-21	2026-03-20	28.0000000000	62.0000000000	62.0000000000	600111111	ATT 300GB Plan DI RC (PI)	2275	62.0000000000	62.0000000000	GMT-5	89014103334531892150	CYCLE_HISTORY	2026-02-21	2026-03-20	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4608	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001173271		ATT 300GB Plan VS ET (43) (WA)		Full Cycle Charge	2026-02-28	2026-03-27	2026-02-28	2026-03-27	28.0000000000	62.0000000000	62.0000000000	60011858	ATT 300GB Plan VS ET  (WA)	2275	62.0000000000	62.0000000000	GMT-5	89011503336107199821	MONTH_SNAPSHOT_FALLBACK	2026-02-28	2026-03-28	29.0000000000	28.0000000000	62.0000000000	62.000000		0E-9	0E-9	0.000000	NUMERIC_MATCH	MISSING_MAPPING	PRODUCT_MAPPING_NOT_PROVEN	MULTIPLE_PLATFORM_PRODUCT_OR_WINDOW	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	2	0	0	0	0	MULTIPLE_PLATFORM_PRODUCT_OR_WINDOW_CANDIDATES	MISSING_MAPPING
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4614	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001174276		ATT 300GB Plan DF ET (43) (WA)		Full Cycle Charge	2026-02-25	2026-03-24	2026-02-25	2026-03-24	28.0000000000	62.0000000000	62.0000000000	60011783	ATT 300GB Plan DF ET (WA)	2275	62.0000000000	62.0000000000	GMT-5	89011503336107107915	CYCLE_HISTORY	2026-02-25	2026-03-24	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4618	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001174725		ATT 100GB Plan PVP (33) (WA)		Full Cycle Charge	2026-02-14	2026-03-13	2026-02-14	2026-03-13	28.0000000000	43.0000000000	43.0000000000	600111121	ATT 100GB Plan PVP (33) (WA)	2275	43.0000000000	43.0000000000	GMT-5	89011503336107406564	CYCLE_HISTORY	2026-02-14	2026-03-13	28.0000000000	28.0000000000	43.0000000000	43.000000	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4620	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001175299		ATT 300GB Plan VS ET (43) (WA)		Full Cycle Charge	2026-02-17	2026-03-16	2026-02-17	2026-03-16	28.0000000000	62.0000000000	62.0000000000	60011858	ATT 300GB Plan VS ET  (WA)	2275	62.0000000000	62.0000000000	GMT-5	89011503336107205826	CYCLE_HISTORY	2026-02-17	2026-03-16	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4622	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001176218		ATT 300GB Plan VS ET (43) (WA)		Full Cycle Charge	2026-02-04	2026-03-03	2026-02-04	2026-03-03	28.0000000000	62.0000000000	62.0000000000	60011858	ATT 300GB Plan VS ET  (WA)	2275	62.0000000000	62.0000000000	GMT-5	89011503336107210669	CYCLE_HISTORY	2026-02-04	2026-03-03	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4627	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001177288		ATT 100GB Plan PVP (36) (WA)		Full Cycle Charge	2026-02-14	2026-03-13	2026-02-14	2026-03-13	28.0000000000	43.0000000000	43.0000000000	600111124	ATT 100GB Plan PVP (36) (WA)	2275	43.0000000000	43.0000000000	GMT-5	89011503336107186794	CYCLE_HISTORY	2026-02-14	2026-03-13	28.0000000000	28.0000000000	43.0000000000	43.000000	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4630	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001177913		ATT 300GB Plan DF ET (43) (WA)		Full Cycle Charge	2026-02-27	2026-03-26	2026-02-27	2026-03-26	28.0000000000	62.0000000000	62.0000000000	60011783	ATT 300GB Plan DF ET (WA)	2275	62.0000000000	62.0000000000	GMT-5	89011503336107216393	CYCLE_HISTORY	2026-02-27	2026-03-26	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4635	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001179113		ATT 300GB Plan DF ET (43) (WA)		Full Cycle Charge	2026-02-23	2026-03-22	2026-02-23	2026-03-22	28.0000000000	62.0000000000	62.0000000000	60011783	ATT 300GB Plan DF ET (WA)	2275	62.0000000000	62.0000000000	GMT-5	89011503336107236813	CYCLE_HISTORY	2026-02-23	2026-03-22	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4643	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001271841		ATT 300GB Plan DF ET (43) (WA)		Full Cycle Charge	2026-02-27	2026-03-26	2026-02-27	2026-03-26	28.0000000000	62.0000000000	62.0000000000	60011783	ATT 300GB Plan DF ET (WA)	2275	62.0000000000	62.0000000000	GMT-5	89011503336107216351	CYCLE_HISTORY	2026-02-27	2026-03-26	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4646	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001272045		ATT 300GB Plan DF ET (43) (WA)		Full Cycle Charge	2026-02-25	2026-03-24	2026-02-25	2026-03-24	28.0000000000	62.0000000000	62.0000000000	60011783	ATT 300GB Plan DF ET (WA)	2275	62.0000000000	62.0000000000	GMT-5	89011503336107107949	CYCLE_HISTORY	2026-02-25	2026-03-24	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4651	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001274871		ATT 300GB Plan VS ET (43) (WA)		Full Cycle Charge	2026-02-17	2026-03-16	2026-02-17	2026-03-16	28.0000000000	62.0000000000	62.0000000000	60011858	ATT 300GB Plan VS ET  (WA)	2275	62.0000000000	62.0000000000	GMT-5	89011503336107208408	CYCLE_HISTORY	2026-02-17	2026-03-16	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#4653	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901516001275172		ATT 300GB Plan DF ET (43) (WA)		Full Cycle Charge	2026-02-21	2026-03-20	2026-02-21	2026-03-20	28.0000000000	62.0000000000	62.0000000000	60011783	ATT 300GB Plan DF ET (WA)	2275	62.0000000000	62.0000000000	GMT-5	89011503336107219173	CYCLE_HISTORY	2026-02-21	2026-03-20	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
