excel_row_key	platform_fact_key	record_side	source_match_status	numeric_match_status	formal_match_status	platform_amount_evidence_status	platform_product_mapping_status	difference_reason	reconciliation_billing_month	source_file	invoice_batch_label	official_excel_billing_month	observed_start_month	imsi	excel_product_id	excel_product_name	charge_type	excel_cycle_start	excel_cycle_end	excel_final_start	excel_final_end	excel_days	excel_price	excel_amount	platform_product_id	platform_product_name	platform_supplier_id	platform_monthly_rent	platform_package_price	platform_time_zone	platform_iccid	platform_cycle_start	platform_cycle_end	platform_cycle_days	platform_calculated_days	platform_calculated_price	platform_calculated_amount	platform_calculated_amount_known	day_diff	price_diff	amount_diff	rule_id	product_mapping_status	platform_candidate_count	platform_candidate_product_count	platform_candidate_window_count	activation_event_count	offstock_event_count	replacement_event_count	transfer_event_count
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7490		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901623039184831		TMO 300GB Plan AT (2) (WA)	Full Cycle Charge	2026-02-12	2026-03-11	2026-02-12	2026-03-11	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7496		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901623059874956		TMO 300GB Plan AT (2) (WA)	Full Cycle Charge	2026-02-12	2026-03-11	2026-02-12	2026-03-11	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7498		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901623059876978		TMO 300GB Plan AT (2) (WA)	Full Cycle Charge	2026-02-12	2026-03-11	2026-02-12	2026-03-11	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#750		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901144055678602		ATT 100GB Plan AT TB Tï¼WAï¼	Full Cycle Charge	2026-02-10	2026-03-09	2026-02-10	2026-03-09	28.0000000000	43.0000000000	43.0000000000											28.0000000000	43.0000000000	43.000000	43.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7501		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901623059970044		TMO 300GB Plan AT (2) (WA)	Full Cycle Charge	2026-02-12	2026-03-11	2026-02-12	2026-03-11	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7502		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901623059970078		TMO 300GB Plan AT (2) (WA)	Full Cycle Charge	2026-02-12	2026-03-11	2026-02-12	2026-03-11	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7504		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901623059976167		TMO 300GB Plan AT (2) (WA)	Full Cycle Charge	2026-02-12	2026-03-11	2026-02-12	2026-03-11	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7507		EXCEL_DETAIL	MISSING_MAPPING	NUMERIC_DIFF	MISSING_MAPPING	PRODUCT_MAPPING_NOT_PROVEN	PLATFORM_PRICE_NOT_EXACT	PRICE_DIFF	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624018720701		TMO 300GB Plan AT (1) (B) (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	43.0000000000	43.000000		0E-9	-19.000000000	-19.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#751		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901144055679194		ATT 100GB Plan AT TB Tï¼WAï¼	Full Cycle Charge	2026-02-10	2026-03-09	2026-02-10	2026-03-09	28.0000000000	43.0000000000	43.0000000000											28.0000000000	43.0000000000	43.000000	43.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7518		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624018727679		TMO 300GB Plan AT (1) (A) (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7524		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624021051460		TMO 500GB DI BU MG (WA)	Full Cycle Charge	2026-02-18	2026-03-17	2026-02-18	2026-03-17	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7526		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624021051480		TMO 500GB DI BU MG (WA)	Full Cycle Charge	2026-02-18	2026-03-17	2026-02-18	2026-03-17	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7529		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624021054426		TMO 500GB DI BU MG (WA)	Full Cycle Charge	2026-02-18	2026-03-17	2026-02-18	2026-03-17	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7534		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624021054476		TMO 500GB DI BU MG (WA)	Full Cycle Charge	2026-02-18	2026-03-17	2026-02-18	2026-03-17	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#754		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901144055771104		ATT 300GB Plan DI VS (WA)	Full Cycle Charge	2026-02-09	2026-03-08	2026-02-09	2026-03-08	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7542		EXCEL_DETAIL	MISSING_MAPPING	NUMERIC_DIFF	MISSING_MAPPING	PRODUCT_MAPPING_NOT_PROVEN	PLATFORM_PRICE_NOT_EXACT	PRICE_DIFF	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624028413196		TMO 300GB Plan AT (1) (B) (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	43.0000000000	43.000000		0E-9	-19.000000000	-19.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7551		EXCEL_DETAIL	MISSING_MAPPING	NUMERIC_DIFF	MISSING_MAPPING	PRODUCT_MAPPING_NOT_PROVEN	PLATFORM_PRICE_NOT_EXACT	PRICE_DIFF	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624028415136		TMO 300GB Plan AT (1) (B) (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	43.0000000000	43.000000		0E-9	-19.000000000	-19.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#756		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901144055815928		ATT 300GB Plan AT PP (WA)	Full Cycle Charge	2026-02-10	2026-03-09	2026-02-10	2026-03-09	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7567		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624028417121		TMO 300GB Plan AT (1) (A) (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7574		EXCEL_DETAIL	MISSING_MAPPING	NUMERIC_DIFF	MISSING_MAPPING	PRODUCT_MAPPING_NOT_PROVEN	PLATFORM_PRICE_NOT_EXACT	PRICE_DIFF	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624028418123		TMO 300GB Plan AT (1) (B) (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	43.0000000000	43.000000		0E-9	-19.000000000	-19.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7579		EXCEL_DETAIL	MISSING_MAPPING	NUMERIC_DIFF	MISSING_MAPPING	PRODUCT_MAPPING_NOT_PROVEN	PLATFORM_PRICE_NOT_EXACT	PRICE_DIFF	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624028418162		TMO 300GB Plan AT (1) (B) (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	43.0000000000	43.000000		0E-9	-19.000000000	-19.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7590		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624031250727		TMO 500GB VS BU (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7598		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624031250749		TMO 500GB VS BU (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7599		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624031250756		TMO 500GB VS BU (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7601		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624031250758		TMO 500GB VS BU (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7606		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624031250777		TMO 500GB VS BU (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7607		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624031250778		TMO 500GB VS BU (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#761		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901144055858348		ATT 300GB Plan DI JL (WA)	Full Cycle Charge	2026-02-16	2026-03-15	2026-02-16	2026-03-15	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7615		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624031251700		TMO 500GB VS BU (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7619		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624031251720		TMO 500GB VS BU (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7628		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624031251761		TMO 500GB VS BU (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7629		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624031251762		TMO 500GB VS BU (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7631		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624031251772		TMO 500GB VS BU (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7639		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624031253528		TMO 300GB Plan AT (5) (WA)	Full Cycle Charge	2026-02-21	2026-03-20	2026-02-21	2026-03-20	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7651		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624031253579		TMO 300GB Plan AT (5) (WA)	Full Cycle Charge	2026-02-21	2026-03-20	2026-02-21	2026-03-20	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7655		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624031253596		TMO 300GB Plan AT (5) (WA)	Full Cycle Charge	2026-02-21	2026-03-20	2026-02-21	2026-03-20	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7658		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624031254500		TMO 300GB Plan AT (5) (WA)	Full Cycle Charge	2026-02-21	2026-03-20	2026-02-21	2026-03-20	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#7659		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901624031254501		TMO 300GB Plan AT (5) (WA)	Full Cycle Charge	2026-02-21	2026-03-20	2026-02-21	2026-03-20	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0
