result_section	row_grain	row_count	distinct_imsi_count	excel_row_id	source_file	invoice_batch_label	official_excel_billing_month	observed_start_month	imsi	excel_product_id	platform_product_id	platform_supplier_id	excel_product_name	platform_product_name	excel_charge_type	excel_new_activation_date	excel_final_start_date	excel_final_end_date	excel_days	platform_calculated_days	excel_price	platform_calculated_price	excel_amount	platform_calculated_amount	day_diff	price_diff	amount_diff	rule_id	difference_reason	source_match_status	platform_source_table	platform_cycle_start_date	platform_cycle_end_date	platform_activation_event_date	activation_date_distance	cycle_best_candidate_count	cycle_best_candidate_product_count	cycle_best_candidate_product_ids	platform_price_value_count	platform_price_values	snapshot_product_count	snapshot_platform_product_ids	snapshot_lifecycle_status_values	snapshot_dispatch_status_values	excel_offstock_date	excel_new_card_imsi_replacement	excel_old_card_imsi_replaced
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011850623		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011850642		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011850663		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01										Suspended	Unavailable			
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011850685		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011850753		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011850801		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011850915		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011850946		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011851044		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011851236		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011851344		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011851352		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011851363		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011851548		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011851699		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01										Suspended	Unavailable			
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011851744		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011851811		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011851824		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011851880		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011851902		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01										Suspended	Unavailable			
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011851956		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011852003		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01										Suspended	Unavailable			
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011852063		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011852092		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011852186		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011852210		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011852283		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011852312		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011852390		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011852440		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01										Suspended	Unavailable			
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011852448		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011852520		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011852673		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011852702		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011852825		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01										Suspended	Unavailable			
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011853006		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011853010		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011853069		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011853083		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011853310		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011853456		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011853509		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011853608		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011853891		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011853922		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01										Suspended	Unavailable			
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011853931		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011853936		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011853950		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011853981		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011854095		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011854119		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01										Suspended	Unavailable			
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011854139		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011854157		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011854367		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011854374		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011854474		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011854509		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011854682		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011854701		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01										Suspended	Unavailable			
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011854737		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011854798		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01										Suspended	Unavailable			
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011854901		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011854920		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011854967		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011855042		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011855183		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011855288		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2025-12	2025-12		083901822011855408		600111142	2275		ATT 60GB Plan AT SDP (WA)	PLATFORM_ONLY					32.000000000000		32.000000000000		32.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-01-01														
