imsi	source_file	charge_type	excel_new_activation_date	excel_final_start_date	excel_final_end_date	excel_days	excel_price	excel_amount	activation_event_time	pre_status	next_status	desc_log	description	event_to_excel_start_days	rn
083901144035719333	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-04	2026-02-04	2026-02-21	18.000000000000	62.000000000000	36.000000000000	01/28/2026 01:33:37	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	7	1
083901144035812825	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-04	2026-02-04	2026-02-21	20.000000000000	62.000000000000	40.000000000000	01/28/2026 01:33:37	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	7	1
083901144035816988	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-05	2026-02-05	2026-02-21	25.000000000000	62.000000000000	50.000000000000	01/28/2026 01:33:37	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	8	1
083901144035818974	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-04	2026-02-04	2026-02-21	18.000000000000	62.000000000000	36.000000000000	01/28/2026 01:33:37	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	7	1
083901144035912291	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-04	2026-02-04	2026-02-21	18.000000000000	62.000000000000	36.000000000000	01/28/2026 01:33:37	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	7	1
083901144044609429	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	29.000000000000	43.000000000000	44.535714285714	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144052060767	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	11.000000000000	43.000000000000	16.892857142857	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144052161280	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	24.000000000000	43.000000000000	36.857142857143	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144052166453	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	19.000000000000	43.000000000000	29.178571428571	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144052169138	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	27.000000000000	43.000000000000	41.464285714286	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144052726734	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	10.000000000000	43.000000000000	15.357142857143	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144052729551	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144052854986	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	29.000000000000	43.000000000000	44.535714285714	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144052856583	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	24.000000000000	43.000000000000	36.857142857143	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144064110679	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	11.000000000000	43.000000000000	16.892857142857	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064110695	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064111762	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064112633	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064113440	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	11.000000000000	43.000000000000	16.892857142857	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064113653	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064114651	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	9.000000000000	43.000000000000	13.821428571429	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064114719	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	10.000000000000	43.000000000000	15.357142857143	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064115902	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064117436	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	29.000000000000	43.000000000000	44.535714285714	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144064118818	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	12.000000000000	43.000000000000	18.428571428571	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064119539	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	13.000000000000	43.000000000000	19.964285714286	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064211462	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064211731	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064213379	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064213591	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	10.000000000000	43.000000000000	15.357142857143	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064214004	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064214756	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	19.000000000000	43.000000000000	29.178571428571	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064215502	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	27.000000000000	43.000000000000	41.464285714286	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064216266	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064216981	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	12.000000000000	43.000000000000	18.428571428571	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064217505	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064217668	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	10.000000000000	43.000000000000	15.357142857143	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064217776	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	10.000000000000	43.000000000000	15.357142857143	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064217927	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	18.000000000000	43.000000000000	27.642857142857	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064218090	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064218174	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064218479	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	10.000000000000	43.000000000000	15.357142857143	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064219259	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064311276	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	9.000000000000	43.000000000000	13.821428571429	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064312358	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	16.000000000000	43.000000000000	24.571428571429	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144064312783	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064312851	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064313103	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	11.000000000000	43.000000000000	16.892857142857	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064313332	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064315715	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	25.000000000000	43.000000000000	38.392857142857	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064316878	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064319350	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064319466	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	20.000000000000	43.000000000000	30.714285714286	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144064319627	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064410101	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144064410210	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	25.000000000000	43.000000000000	38.392857142857	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064410366	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064411507	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	15.000000000000	43.000000000000	23.035714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064413855	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064414027	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	19.000000000000	43.000000000000	29.178571428571	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064416918	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064417217	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	29.000000000000	43.000000000000	44.535714285714	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144064417662	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064418304	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064418539	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064418898	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	14.000000000000	43.000000000000	21.500000000000	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064512330	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064514121	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064517095	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	12.000000000000	43.000000000000	18.428571428571	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144064803632	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	29.000000000000	43.000000000000	44.535714285714	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144065212531	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	28.000000000000	43.000000000000	43.000000000000	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144065213576	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	9.000000000000	43.000000000000	13.821428571429	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065214676	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065215905	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	11.000000000000	43.000000000000	16.892857142857	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065216455	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065216939	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065218543	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065218695	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065218827	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	22.000000000000	43.000000000000	33.785714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065218838	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	11.000000000000	43.000000000000	16.892857142857	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065218907	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	14.000000000000	43.000000000000	21.500000000000	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065219519	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065219796	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065219812	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	10.000000000000	43.000000000000	15.357142857143	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065310543	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	29.000000000000	43.000000000000	44.535714285714	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144065310564	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065311189	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065311560	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065312135	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	11.000000000000	43.000000000000	16.892857142857	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065312660	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	16.000000000000	43.000000000000	24.571428571429	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144065313014	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	9.000000000000	43.000000000000	13.821428571429	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065314225	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
