source_file	imsi	charge_type	cycle_start_date	cycle_end_date	new_activation_date	offstock_date	final_start_date	final_end_date	excel_days	excel_price	excel_amount	product_name
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016080711	Full Cycle Charge	2025-10-12	2025-11-11			2025-10-12	2025-11-11	31.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016080788	Full Cycle Charge	2025-10-12	2025-11-11			2025-10-12	2025-11-11	31.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016081429	Full Cycle Charge	2025-10-12	2025-11-11			2025-10-12	2025-11-11	31.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016081439	Full Cycle Charge	2025-10-12	2025-11-11			2025-10-12	2025-11-11	31.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016081459	Full Cycle Charge	2025-10-12	2025-11-11			2025-10-12	2025-11-11	31.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (2) (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016081469	Full Cycle Charge	2025-10-12	2025-11-11			2025-10-12	2025-11-11	31.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (2) (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016081704	Full Cycle Charge	2025-10-12	2025-11-11			2025-10-12	2025-11-11	31.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016081711	Full Cycle Charge	2025-10-12	2025-11-11			2025-10-12	2025-11-11	31.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016081715	Full Cycle Charge	2025-10-12	2025-11-11			2025-10-12	2025-11-11	31.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144004491727	Full Cycle Charge	2025-10-23	2025-11-22			2025-10-23	2025-11-22	31.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan DI 1A (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144004696834	Full Cycle Charge	2025-10-23	2025-11-22			2025-10-23	2025-11-22	31.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan DI 1A (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144004897746	Full Cycle Charge	2025-10-23	2025-11-22			2025-10-23	2025-11-22	31.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan DI 1A (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144012070041	Full Cycle Charge	2025-10-22	2025-11-21			2025-10-22	2025-11-21	31.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan AX (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144012070388	Full Cycle Charge	2025-10-22	2025-11-21			2025-10-22	2025-11-21	31.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan AX (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144012070803	Full Cycle Charge	2025-10-22	2025-11-21			2025-10-22	2025-11-21	31.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan AX (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144012071007	Full Cycle Charge	2025-10-22	2025-11-21			2025-10-22	2025-11-21	31.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan AX (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144012071025	Full Cycle Charge	2025-10-22	2025-11-21			2025-10-22	2025-11-21	31.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan AX (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144012071038	Full Cycle Charge	2025-10-22	2025-11-21			2025-10-22	2025-11-21	31.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan AX (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144012071441	Full Cycle Charge	2025-10-22	2025-11-21			2025-10-22	2025-11-21	31.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan AX (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144055061403	New Activation: Prorated-in Charge	2025-10-16	2025-11-15	2025-10-24		2025-10-24	2025-11-15	23.000000000000	62.000000000000	46.000000000000	ATT 300GB Plan DI JL (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144055061988	New Activation: Prorated-in Charge	2025-10-16	2025-11-15	2025-10-24		2025-10-24	2025-11-15	23.000000000000	62.000000000000	46.000000000000	ATT 300GB Plan DI JL (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144055062604	New Activation: Prorated-in Charge	2025-10-16	2025-11-15	2025-10-24		2025-10-24	2025-11-15	23.000000000000	62.000000000000	46.000000000000	ATT 300GB Plan DI JL (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144055065469	New Activation: Prorated-in Charge	2025-10-16	2025-11-15	2025-10-24		2025-10-24	2025-11-15	23.000000000000	62.000000000000	46.000000000000	ATT 300GB Plan DI JL (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144055065689	New Activation: Prorated-in Charge	2025-10-16	2025-11-15	2025-10-24		2025-10-24	2025-11-15	23.000000000000	62.000000000000	46.000000000000	ATT 300GB Plan DI JL (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144055066995	New Activation: Prorated-in Charge	2025-10-16	2025-11-15	2025-10-24		2025-10-24	2025-11-15	23.000000000000	62.000000000000	46.000000000000	ATT 300GB Plan DI JL (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144055067550	New Activation: Prorated-in Charge	2025-10-16	2025-11-15	2025-10-24		2025-10-24	2025-11-15	23.000000000000	62.000000000000	46.000000000000	ATT 300GB Plan DI JL (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144055068754	New Activation: Prorated-in Charge	2025-10-16	2025-11-15	2025-10-24		2025-10-24	2025-11-15	23.000000000000	62.000000000000	46.000000000000	ATT 300GB Plan DI JL (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144055069048	New Activation: Prorated-in Charge	2025-10-16	2025-11-15	2025-10-24		2025-10-24	2025-11-15	23.000000000000	62.000000000000	46.000000000000	ATT 300GB Plan DI JL (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144055160310	New Activation: Prorated-in Charge	2025-10-16	2025-11-15	2025-10-24		2025-10-24	2025-11-15	23.000000000000	62.000000000000	46.000000000000	ATT 300GB Plan DI JL (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144085663928	Prorated-out Charge (Activated OCT)	2025-10-02	2025-11-01		2025-10-13	2025-10-02	2025-10-13	12.000000000000	62.000000000000	24.000000000000	ATT 300GB Plan DF (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901516060172637	Prorated-out Charge (Activated OCT)	2025-10-24	2025-11-23		2025-10-30	2025-10-24	2025-10-30	7.000000000000	62.000000000000	14.000000000000	ATT 300GB Plan DF ET (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901516060363798	Prorated-out Charge (Activated OCT)	2025-10-27	2025-11-26		2025-10-31	2025-10-27	2025-10-31	5.000000000000	62.000000000000	10.000000000000	ATT 300GB Plan PVP 3 (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901516060369388	Prorated-out Charge (Activated OCT)	2025-10-27	2025-11-26		2025-10-31	2025-10-27	2025-10-31	5.000000000000	62.000000000000	10.000000000000	ATT 300GB Plan PVP 3 (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901516060953219	Prorated-out Charge (Activated OCT)	2025-10-27	2025-11-26		2025-10-31	2025-10-27	2025-10-31	5.000000000000	62.000000000000	10.000000000000	ATT 300GB Plan PVP 3 (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901627029761425	Prorated-out Charge (Activated OCT)	2025-10-01	2025-10-31		2025-10-30	2025-10-01	2025-10-30	30.000000000000	62.000000000000	60.000000000000	TMO 300GB Plan DF MTR (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901627029764433	Prorated-out Charge (Activated OCT)	2025-10-01	2025-10-31		2025-10-30	2025-10-01	2025-10-30	30.000000000000	62.000000000000	60.000000000000	TMO 300GB Plan DF MTR (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901627029764442	Prorated-out Charge (Activated OCT)	2025-10-01	2025-10-31		2025-10-30	2025-10-01	2025-10-30	30.000000000000	62.000000000000	60.000000000000	TMO 300GB Plan DF MTR (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901627029766165	Prorated-out Charge (Activated OCT)	2025-10-01	2025-10-31		2025-10-30	2025-10-01	2025-10-30	30.000000000000	62.000000000000	60.000000000000	TMO 300GB Plan DF MTR (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901627029766166	Prorated-out Charge (Activated OCT)	2025-10-01	2025-10-31		2025-10-30	2025-10-01	2025-10-30	30.000000000000	62.000000000000	60.000000000000	TMO 300GB Plan DF MTR (WA)
