source_table	source_file	invoice_batch_label	observed_start_month	imsi	charge_type	excel_days	excel_days_values	excel_price	excel_price_values	excel_amount	source_row_count	amount_semantics	excel_days_field	excel_price_field	credit_cycle_start_month	credit_cycle_end_month
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001471274		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001472216		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001473806		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001474008		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001474062		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001475188		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001476372		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001476520		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001476748		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001478199		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001478950		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001479759		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001489277		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001567369		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001574003		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001585999		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001586924		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001660613		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001662505		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001667591		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001669454		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001680170		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001681969		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001687569		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001687771		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001688446		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001760676		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001766678		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001768535		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001784382		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001785868		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001788565		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001861927		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001864006		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001865203		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001869295		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001889050		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001960359		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001961068		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001962385		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001969028		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001980563		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001983460		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001984601		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001985419		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060087772		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060090468		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060091107		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060091936		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060092203		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060093344		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060097380		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060098969		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060183987		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060185838		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060191601		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060192154		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060194309		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060195086		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060195782		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060197914		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060199081		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060199678		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060266362		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516060274088		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-11
