billing_month	imsi	invoice_rows_per_card_month	charge_type_count	charge_types_observed
2025-09	083901144065217558	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065217570	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065217574	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065217654	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065217704	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065217738	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065217760	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065217769	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065217833	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065217839	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065217860	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065217979	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218435	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218454	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218462	2	2	["Full Rate","Prorated-in Charge (Activated SEPT)"]
2025-09	083901144065218464	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218475	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218479	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218491	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218517	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218529	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218556	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218617	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218660	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218727	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218732	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218795	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218801	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218829	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218841	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218855	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218861	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218896	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218915	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218932	2	2	["Full Rate","Prorated-in Charge (Activated SEPT)"]
2025-09	083901144065218936	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218945	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218975	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218985	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218988	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065218997	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219428	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219429	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219499	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219578	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219589	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219596	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219702	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219707	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219724	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219728	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219731	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219742	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219748	2	2	["Full Rate","Prorated-in Charge (Activated SEPT)"]
2025-09	083901144065219755	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219765	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219898	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219941	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219963	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219973	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065219975	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310029	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310088	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310092	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310148	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310217	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310245	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310253	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310347	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310395	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310406	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310412	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310419	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310421	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310441	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310448	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310456	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310513	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310520	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310534	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310567	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310573	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310592	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310613	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310622	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310657	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310659	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310660	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310665	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310672	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310692	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310740	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310768	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310773	2	2	["Full Rate","Prorated-in Charge (Activated SEPT)"]
2025-09	083901144065310775	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310820	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310833	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310915	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310926	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065310936	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311012	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311047	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311049	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311175	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311223	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311225	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311229	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311232	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311266	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311289	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311293	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311313	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311366	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311369	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311370	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311385	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311436	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311455	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311512	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311517	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311534	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311621	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311635	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311646	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311663	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311680	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311711	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311719	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311721	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311724	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311772	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311803	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311832	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311855	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311863	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311871	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311886	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311888	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311892	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311929	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065311991	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312000	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312007	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312026	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312027	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312028	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312035	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312083	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312118	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312121	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312140	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312176	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312189	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312190	2	2	["Full Rate","Prorated-in Charge (Activated SEPT)"]
2025-09	083901144065312200	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312234	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312236	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312284	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312295	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312320	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312360	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312375	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312401	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312407	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312409	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312442	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312489	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312490	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312493	2	2	["Full Rate","Prorated-in Charge (Activated SEPT)"]
2025-09	083901144065312496	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312511	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312525	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312535	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312555	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312565	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312641	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312648	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312689	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312698	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312701	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312778	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312790	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312793	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312794	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312844	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312856	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312860	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312863	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312884	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065312980	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313010	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313018	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313028	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313048	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313108	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313130	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313181	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313195	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313204	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313235	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313241	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313244	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313246	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313249	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313272	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313279	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313305	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313306	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313320	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313385	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313390	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313406	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313438	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313448	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313455	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313475	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313486	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313526	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313541	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313542	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313545	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313548	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313557	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313560	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313561	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313578	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313611	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313671	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313700	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313799	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313809	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313818	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313834	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313854	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313889	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313891	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313918	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313926	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313981	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065313990	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314014	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314018	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314063	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314105	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314135	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314191	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314209	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314233	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314284	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314314	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314383	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314440	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314477	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314486	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314500	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314520	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314523	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314533	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314539	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314550	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314605	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314617	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314629	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314639	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314665	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314666	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314697	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314698	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314708	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314723	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314740	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314828	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314833	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314864	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314874	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314882	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314899	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314952	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314990	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065314992	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315029	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315037	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315038	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315107	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315125	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315153	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315186	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315198	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315232	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315251	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315270	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315276	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315278	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315297	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315325	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315352	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315357	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315371	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315372	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315387	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315415	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315467	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315507	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315586	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315594	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315607	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315643	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315667	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315740	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315750	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315760	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315781	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315852	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315861	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315895	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315927	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315938	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315951	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065315996	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316003	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316042	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316058	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316068	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316096	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316107	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316109	2	2	["Full Rate","Prorated-in Charge (Activated SEPT)"]
2025-09	083901144065316111	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316148	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316162	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316211	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316230	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316289	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316320	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316325	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316331	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316386	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316414	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316459	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316467	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316485	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316486	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316549	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316571	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316580	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316600	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316621	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316640	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901144065316705	2	2	["Full Rate","Partial Charge (Activated AUG)"]
